timestamp,tic,open,high,low,close,volume,EMA_8,EMA_21,EMA_50,EMA_100,EMA_200,price_change_pct,diff_close_to_ema8,diff_close_to_ema21,diff_close_to_ema50,diff_close_to_ema100,diff_close_to_ema200,diff_ema8_21,diff_ema21_50,diff_ema50_100,diff_ema100_200,VWAP_28,RSI_35,MACD_line,MACD_signal,MACD_histogram,ATR_14,MFI_14,VROC_14,AD_Line,CMF_14,Pattern_Doji,Pattern_Hammer,Pattern_Shooting Star,Pattern_Bullish Engulfing,Pattern_Bearish Engulfing
2019-09-28 00:00:00,BTCUSDT,8199.4,8239.03,8128.64,8139.48,4.06943,8421.6804426667,9021.933610986607,9468.419497563656,9681.786611352038,9801.23914467943,-0.4799033590789814,-3.3508804399296688,-9.781202667153158,-14.035494497319323,-15.929979385660708,-16.954582172209427,-6.653265189060361,-4.715527091843934,-2.2037989717538813,-1.2187492985745247,,,-306.23891756571174,-137.63990853859053,-168.5990090271212,,,,-96.6701050720228,,False,False,False,False,False
2019-09-28 12:00:00,BTCUSDT,8110.53,8320.51,8020.0,8208.07,17.1715,8374.211455407434,8947.946009987825,9418.994027070965,9652.60410419655,9785.386715379138,0.8426828249470608,-1.9839653714518144,-8.268668688456158,-12.85619274829849,-14.965226881816566,-16.11910455107675,-6.4119134596920935,-5.001043802865878,-2.420176717120534,-1.3569480189668963,,,-328.61523894765014,-161.51182483972298,-167.10341410792716,,,,-92.34851662238722,,False,False,False,True,False
2019-09-29 00:00:00,BTCUSDT,8210.66,8220.38,8050.0,8080.12,8.054431,8308.857798650226,8869.052736352569,9366.48916326426,9621.46580510355,9768.418887365417,-1.5588317351094672,-2.7529391426988257,-8.895343841162235,-13.733738873146304,-16.019864710073257,-17.28323597536426,-6.316288270631315,-5.3108098268309085,-2.650081047983789,-1.5043691712682177,,,-352.22625160164534,-185.35112818496327,-166.87512341668207,,,,-97.55520185739132,,False,False,False,False,True
2019-09-29 12:00:00,BTCUSDT,8078.05,8117.08,7916.9,8047.12,53.58474,8250.69384339462,8794.331578502335,9314.749196077426,9590.290640646052,9751.291535252329,-0.4084097760924332,-2.4673542281246807,-8.496513598928738,-13.608838728703963,-16.090968443706075,-17.476367403143495,-6.181683397481088,-5.587027697903515,-2.8731292397001376,-1.6510725171556384,,,-373.89179239729856,-208.9187112115052,-164.97308118579338,351.3135714285713,11.740816011270056,,-81.42463720357972,,False,False,False,False,False
2019-09-30 00:00:00,BTCUSDT,8058.25,8090.61,7744.23,8042.33,83.51895,8204.390767084704,8725.967798638487,9264.85040407439,9559.637954692666,9734.28694286176,-0.0595244012764784,-1.975293128831424,-7.834521217751399,-13.195252494705842,-15.872023207195255,-17.381416356361747,-5.977297230401934,-5.81641993052494,-3.08366856585368,-1.7941631389566317,,,-392.8561356716364,-231.9108892690216,-160.94524640261477,376.0549999999999,9.921349328066611,8351795.0,-21.188179876366696,,True,False,False,False,False
2019-09-30 12:00:00,BTCUSDT,8045.36,8322.99,7986.0,8292.35,28.490975,8223.937263288102,8686.54799876226,9226.713133326375,9534.543143708654,9719.939311589504,3.1088005590419687,0.8318732806644157,-4.538028211188482,-10.12671706408111,-13.028344672479788,-14.687224537372645,-5.325599254618464,-5.854361425988941,-3.2285764062581164,-1.9073798913517304,,,-401.2513587280646,-253.078447951402,-148.1729107766626,400.1257142857142,14.574341866171054,inf,2.1218492558034896,,False,False,False,False,False
2019-10-01 00:00:00,BTCUSDT,8281.4,8498.23,8180.16,8354.62,19.850596,8252.977871446303,8656.372726147509,9192.513402607694,9511.17832898175,9706.354044807518,0.7509330889313715,1.231581256328822,-3.485902648762237,-9.11495437548128,-12.159989950536112,-13.92628002819078,-4.660091096617274,-5.832362194958509,-3.350425313791505,-2.0108035924176746,,,-406.022919391542,-272.1965068814195,-133.8264125101225,422.8449999999999,17.592203570701628,inf,4.047182945243059,0.0072073902154672,False,False,False,False,False
2019-10-01 12:00:00,BTCUSDT,8371.17,8492.71,8240.53,8295.63,30.010462,8262.456122236013,8623.577932861372,9157.341504466216,9487.108065041515,9692.316989635305,-0.7060763984478191,0.4015014091839812,-3.802921889436172,-9.410061905477075,-12.558917394774122,-14.410248768471808,-4.187609985517173,-5.8288049140082565,-3.475943968535978,-2.117232905333497,,,-411.3531407652299,-289.5910861168958,-121.76205464833411,302.73785714285697,25.994489403094818,-85.16909142523326,-12.849023711748249,0.1608465563042894,False,False,False,False,False
2019-10-02 00:00:00,BTCUSDT,8305.0,8326.33,8154.37,8267.98,14.667693,8263.68365062801,8591.250848055792,9122.464582722445,9462.966915238714,9678.144482275751,-0.3333080188002602,0.051990728997261,-3.762791399915283,-9.366817212322212,-12.628036491540136,-14.570607876936354,-3.8127998264875473,-5.823138361893423,-3.598261893613325,-2.223334931929426,,,-416.1831757770324,-305.41509732441284,-110.76807845261952,281.6335714285712,27.7124325183961,-61.048762510173525,-8.135504781880897,0.2550273295061833,False,False,False,False,False
2019-10-02 12:00:00,BTCUSDT,8279.03,8367.97,8186.57,8363.74,17.146966,8285.918394932896,8570.568043687083,9092.71067751764,9441.200045630028,9665.06583071082,1.158203091928134,0.939203131842258,-2.41323611962253,-8.017088669939437,-11.41232089588804,-13.4642210772724,-3.3212460049699253,-5.742430968595441,-3.691155429692322,-2.316236526495836,,,-416.63471316576215,-319.3175493045815,-97.31716386118065,268.1757142857141,32.57809595367061,-3.459481474988012,8.211773608637376,0.2994890747281224,False,False,False,False,False
2019-10-03 00:00:00,BTCUSDT,8369.31,8386.65,8196.97,8224.04,11.140503,8272.167640503365,8539.065494260984,9058.64516075224,9417.09786650864,9650.72726523111,-1.6703053896940712,-0.5818020450614986,-3.689226818469866,-9.213355263856409,-12.669060929606353,-14.78320986617316,-3.1256096341806705,-5.735732631877494,-3.806403106749218,-2.4208475931567444,,,-420.5945447995291,-331.97717374145,-88.61737105807913,272.60499999999985,32.42305818622023,19.98542792152404,0.2510830950356952,0.2722601275073731,False,False,False,False,True
2019-10-03 12:00:00,BTCUSDT,8230.32,8274.09,8078.48,8222.19,29.514243,8261.061498169283,8510.25863114635,9025.842997585489,9393.436324597578,9636.512964084532,-0.0224950267751711,-0.4705387821879438,-3.384957421764576,-8.903910668515644,-12.468773770580222,-14.676708985457084,-2.9281969418066733,-5.712312595921093,-3.913299822446386,-2.5224543399973065,,,-423.34647168803895,-343.3983359847736,-79.94813570326534,238.8771428571427,32.66144309235399,-9.452177297644356,14.103660416389566,0.3209827795610568,True,False,False,False,False
2019-10-04 00:00:00,BTCUSDT,8227.57,8232.85,8005.25,8153.37,25.313808,8237.130054131665,8477.814210133045,8991.628370229193,9368.880555793668,9621.755322650855,-0.8370032801479965,-1.0168596778395151,-3.826979479513193,-9.32265364752643,-12.973914530717348,-15.261096062109235,-2.838988329252415,-5.714361614380768,-4.026651672180652,-2.6281562810258623,,,-427.1245578961243,-353.86411372369247,-73.26044417243185,243.05071428571412,31.83295384668993,57.70743460315758,21.737842231503727,0.3576972029293643,False,False,False,False,False
2019-10-04 12:00:00,BTCUSDT,8162.29,8211.79,8125.84,8144.09,14.069052,8216.45448654685,8447.475645575496,8958.391571396676,9344.627277461115,9607.05218511204,-0.113817967294505,-0.8807264333458659,-3.5914355756017957,-9.089818913438284,-12.84735326316082,-15.228002897487949,-2.7347952065377834,-5.703210467518388,-4.133238219099724,-2.731586157693632,,,-429.9339747498798,-363.3728463519659,-66.56112839791388,220.52,28.614326052288973,-54.74993796592895,13.643431278624096,0.3001747480269245,False,False,False,False,False
2019-10-05 00:00:00,BTCUSDT,8134.38,8143.12,8073.01,8092.68,13.380427,8188.949045091995,8415.221495977723,8924.442098008572,9319.836242263867,9591.983805160678,-0.6312553029251822,-1.175597070660647,-3.832834300700104,-9.320045879329244,-13.167143824898156,-15.630800005667467,-2.688847239420627,-5.705909640497063,-4.242500983678769,-2.837239599491298,,,-433.1977380168155,-372.1009578100721,-61.09678020674341,217.7121428571428,26.77491776130532,228.80346879046948,7.771005964261016,0.2854250241292365,False,False,False,False,False
2019-10-05 12:00:00,BTCUSDT,8079.25,8179.58,8015.49,8128.65,12.035143,8175.549257293774,8389.16954179793,8893.234564753335,9296.248395882403,9577.423269785946,0.4444757484541428,-0.5736526784660146,-3.1054270687929963,-8.597373196290386,-12.55988809851046,-15.126962952096054,-2.546381777598144,-5.667960507340849,-4.335230879884575,-2.935809204450323,,,-434.0931943878677,-379.84998738229655,-54.24320700557115,207.9678571428571,25.70338076188561,-29.9121043589669,12.33525088406109,0.2901611813863963,False,False,False,False,False
2019-10-06 00:00:00,BTCUSDT,8128.65,8148.88,7876.54,7943.53,19.819156,8123.989422339602,8348.656856179936,8855.991248488499,9269.461892993644,9561.165625310465,-2.277376932208919,-2.2213153286902307,-4.852599204386375,-10.303321479052208,-14.30430275565246,-16.91881187611932,-2.6910608222450514,-5.728713794688456,-4.460567930244888,-3.0509222802773963,,,-439.8589019887768,-387.35110170810657,-52.50780028067021,215.2507142857143,24.913873209268644,146.06525277825338,2.266298750110844,0.267946457832221,False,False,False,False,False
2019-10-06 12:00:00,BTCUSDT,7942.06,8041.3,7801.0,7866.87,55.606469,8066.851772930802,8304.858051072668,8817.202179920323,9241.68779610268,9544.306962372051,-0.9650621323265552,-2.4790560005312483,-5.2738776313713975,-10.778160243218,-14.8762631505736,-17.57526208016217,-2.865868106091522,-5.810733590916534,-4.593161179512766,-3.1706772158778365,8282.206895800597,,-446.5777227699509,-394.75442934083713,-51.82329342911379,218.11642857142857,24.837275756588863,3.7729566290701433,-22.854959155174285,0.15636742660169,False,False,False,False,False
2019-10-07 00:00:00,BTCUSDT,7860.25,8052.47,7772.14,7994.24,28.400224,8050.715823390624,8276.620046429698,8784.929153256782,9216.985859546192,9528.883410507657,1.619068320691719,-0.7015006445332317,-3.411779746389459,-9.000518267852566,-13.266222582730483,-16.105175647499042,-2.7294260431409185,-5.786149187539457,-4.6876138563446,-3.2731804716755,8270.519578555573,,-447.6710022334664,-401.3690009524158,-46.30200128105065,213.39857142857144,37.72125706976139,-65.99547288369885,-6.253294307031123,0.0467524990148344,False,False,False,True,False
2019-10-07 12:00:00,BTCUSDT,7987.84,8289.0,7987.84,8191.94,50.470767,8082.098973748263,8268.921860390634,8761.674676658477,9196.687921733395,9515.580491000115,2.4730305820190424,1.3590655918532388,-0.9309782059906598,-6.502577391697476,-10.925106193491672,-13.910244280441148,-2.259337913655709,-5.623956999688199,-4.73010771678906,-3.351267634889241,8263.989490258084,,-441.44039258414887,-406.3779249063824,-35.06246767776645,210.8392857142857,41.71651893724828,77.14650692017386,11.685312744635617,0.0280103953475606,False,False,False,False,False
2019-10-08 00:00:00,BTCUSDT,8205.09,8322.42,8138.87,8177.93,24.353712,8103.39475735976,8260.649873082393,8738.782728554224,9176.514497540657,9502.270535865788,-0.1710217604132813,0.919802686060003,-1.001372462860803,-6.417973143120055,-10.881958480077367,-13.937095674840434,-1.903665185411799,-5.471389669747919,-4.770131067778995,-3.4281915790082493,8262.623043191057,,-435.3136159155511,-409.9948862825285,-25.318729633022546,201.23071428571436,42.42976535565719,22.68504179924876,-2.303310824745928,-0.0183578151995631,False,False,False,False,False
2019-10-08 12:00:00,BTCUSDT,8176.72,8239.25,8110.4,8180.7,14.775725,8120.573700168702,8253.381702802175,8716.89713135602,9156.795398579454,9489.120580285036,0.0338716521173454,0.7404193601499931,-0.8806293640520506,-6.151238488604347,-10.659792603107428,-13.788638991514768,-1.60913438170904,-5.3174360276262576,-4.804063518681199,-3.502170500352081,8130.314776978764,,-428.7613317571013,-412.3406919668501,-16.420639790251187,192.42142857142875,44.48113634739406,-50.764753305030766,-0.9558931394529556,0.0359641680837333,True,False,False,False,False
2019-10-09 00:00:00,BTCUSDT,8178.47,8232.92,8118.67,8187.41,12.133749,8135.426211242324,8247.384275274704,8696.132930126372,9137.599648112537,9476.168236202597,0.082022320828301,0.6389805206006255,-0.7271914739622902,-5.8499902682488045,-10.398678916829171,-13.59999320483828,-1.3574978477482318,-5.160324232131384,-4.831320423163342,-3.572842731902965,8114.539130974442,,-421.71288991567417,-413.5122167104531,-8.200673205221051,188.29928571428587,48.579198182834425,-17.275682003979767,1.5112139876367132,0.0293963932707082,True,False,False,False,False
2019-10-09 12:00:00,BTCUSDT,8186.89,8662.01,8160.2,8570.8,84.434664,8232.175942077363,8276.785704795186,8691.217913258672,9126.375892704364,9467.1595970364,4.682677427904536,4.113421048155893,3.552276278392412,-1.3855125307003495,-6.087585030860872,-9.46809428793192,-0.5389744800566426,-4.768401996125988,-4.768135616609432,-3.599640428991129,8145.902877422738,,-402.2786564146991,-412.1080216734839,9.829365258784776,211.1857142857145,57.688755093859655,392.41751572843856,55.25184756400995,0.1189539877326479,False,False,False,False,False
2019-10-10 00:00:00,BTCUSDT,8565.75,8640.58,8483.83,8528.77,17.411235,8298.085732726839,8299.693367995624,8684.84740685637,9114.542112650814,9457.822387115642,-0.4903859616371742,2.779969678589432,2.7600613883847465,-1.7971231910551728,-6.426785958208174,-9.823110956083154,-0.0193698152149123,-4.434781877188554,-4.714386092945199,-3.629591045529448,8152.094145177197,34.27148898725882,-385.1769704570961,-408.74164027143536,23.56466981433925,208.8335714285716,61.222060249123736,56.28769185736048,47.82416472860336,0.1184239624388394,False,False,False,False,False
2019-10-10 12:00:00,BTCUSDT,8531.53,8583.99,8439.36,8559.93,15.372696,8356.27334767643,8323.351243632385,8679.948685018866,9103.55969457852,9448.888134507528,0.3653516274914281,2.437170779964971,2.8423497872759462,-1.3827119188620502,-5.9716167391341415,-9.408071318582287,0.3955390452761527,-4.1082897414122845,-4.653245804626612,-3.654699209189084,8162.6689514889795,34.72804279982168,-367.8997136853941,-403.6363994481802,35.736685762786124,205.19214285714293,63.35524292931184,-47.91431377724986,58.08219481198863,0.1134704949622776,False,False,False,False,False
2019-10-11 00:00:00,BTCUSDT,8560.99,8772.46,8284.36,8300.49,90.551472,8343.877048192779,8321.272948756714,8665.067952273028,9087.657324388843,9437.461287398,-3.0308659066137333,-0.5199866673751637,-0.2497568447123149,-4.2074448149871895,-8.661938894596064,-12.04742729823133,0.2716423265438245,-3.9675973161425615,-4.650146424224208,-3.706547262622993,8197.180859446737,32.82941097137463,-359.7206628175354,-398.1469323693496,38.42626955181419,223.79928571428567,53.86580657120496,257.7157257414609,-26.484457506143187,-0.1064946036315055,False,False,False,False,True
2019-10-11 12:00:00,BTCUSDT,8299.73,8364.93,8229.29,8266.17,49.434235,8326.60881526105,8316.26358977883,8649.424895321145,9071.390248658372,9425.8066477224,-0.4134695662545207,-0.725851503318823,-0.6023569267380776,-4.430987030460995,-8.876481185201587,-12.30278416545504,0.124397517834035,-3.851831879857545,-4.651606223198641,-3.76006438822578,8206.035096076213,32.593686712303565,-352.6481939195037,-392.45959006311887,39.811396143615184,227.3485714285713,47.07722526344952,251.3686281065704,-49.03673162734684,-0.1283956834834769,False,False,False,False,False
2019-10-12 00:00:00,BTCUSDT,8255.24,8364.37,8251.15,8317.09,16.21141,8324.493522980818,8316.338717980754,8636.392154328158,9056.453610071076,9414.7746412774,0.6160047518984024,-0.0889366177098875,0.0090338073607036,-3.697170631235615,-8.163941890552836,-11.65917064509222,0.0980576342138673,-3.705869657470424,-4.638255478676527,-3.805943794292528,8208.19401297427,47.038494599762586,-343.88733349633367,-386.3880579922707,42.50072449593705,230.3585714285714,50.09284247368038,21.15764317536355,-46.364898818655846,-0.1102540321908264,False,False,False,True,False
2019-10-12 12:00:00,BTCUSDT,8320.83,8394.78,8288.76,8299.85,16.279226,8319.017184540637,8314.839743618866,8623.194422785877,9041.4713603667,9403.680863752254,-0.207284038046962,-0.2304020308583445,-0.1802769996904567,-3.7497058158804,-8.202441071898944,-11.73828503694885,0.0502407869613659,-3.575875296887845,-4.626204308010525,-3.851784302695127,8210.976688861241,49.54789036033263,-335.77999266183906,-380.0620498259668,44.28205716412771,226.21071428571423,50.55583926232753,35.26408452313364,-59.2384161534983,-0.1445188935244908,False,False,False,False,False
2019-10-13 00:00:00,BTCUSDT,8294.16,8378.38,8279.8,8353.87,13.373036,8326.762254642717,8318.387948744425,8612.632680715844,9027.855491844584,9393.234984510938,0.6508551359361903,0.325549649771363,0.4265496088209231,-3.0044550871794047,-7.465621181613241,-11.065037617229931,0.1006722209867207,-3.4164319190141392,-4.5993515459328815,-3.889815311432642,8213.819043547264,48.72595815270975,-326.0200877763473,-373.3068045697643,47.28671679341704,213.79928571428567,53.89517613026685,-32.52469479527785,-52.515270848567866,-0.1120716111730572,False,False,False,True,False
2019-10-13 12:00:00,BTCUSDT,8352.87,8448.7,8166.51,8276.97,41.656677,8315.697309166559,8314.62268067675,8599.469438334832,9012.986472204097,9382.127870237198,-0.9205314423135768,-0.465713309740957,-0.4528489400277386,-3.750224832443623,-8.166177487051158,-11.779394669551207,0.0129245611145544,-3.31237595180336,-4.588013475273085,-3.9345168083257978,8229.700749845197,48.10532203190808,-318.93956021940176,-366.510899025969,47.57133880656727,216.79142857142853,55.17386729495539,-25.08663515390628,-61.55990247899449,-0.0815083158226979,False,False,False,False,False
2019-10-14 00:00:00,BTCUSDT,8273.46,8325.0,8247.36,8284.51,15.607861,8308.766796018434,8311.885164251591,8587.118087811898,8998.561195526787,9371.206299389069,0.0910961378378871,-0.2919421932753869,-0.3293496446429276,-3.5239772496130377,-7.935170745760374,-11.596119695496524,-0.0375169792596419,-3.2051838666450574,-4.572321049718693,-3.976490239965944,8259.740897780637,53.78371130334329,-311.61912611532534,-359.6494274121385,48.03030129681321,202.31357142857135,50.70471940504822,-45.04317642001697,-62.231338024331976,-0.1211471681185537,False,False,False,False,False
2019-10-14 12:00:00,BTCUSDT,8281.98,8371.24,8213.4,8349.0,54.34054,8317.707508014337,8315.25924022872,8577.780123583982,8985.698597595563,9361.035092429973,0.7784407285403638,0.3762153448592903,0.405769186461982,-2.667125063685968,-7.085688337754107,-10.81114516116255,0.0294430722469009,-3.0604757824635813,-4.539641181830141,-4.009561882082173,8265.29775059913,56.219604378005045,-302.2901259796617,-352.47951473307893,50.18938875341718,192.07642857142852,51.21033509576329,7.6673552434818255,-23.20419905829025,-0.0748804427676343,False,False,False,False,False
2019-10-15 00:00:00,BTCUSDT,8349.91,8400.92,8261.47,8288.81,51.033807,8311.285839566706,8312.854763844289,8566.447961874806,8971.89882338575,9350.366186037634,-0.7209246616361353,-0.2704255394479191,-0.2892479722954974,-3.240992802506263,-7.613648312721076,-11.353097460747534,-0.0188734715347887,-2.960307459511114,-4.519119859601116,-4.047620757538105,8266.577342432362,51.98895666502848,-295.1194862461689,-345.3095111722152,50.19002492604631,188.9264285714286,53.86641960467485,109.55247807808516,-54.22704466166064,-0.1054040038029244,False,False,False,False,False
2019-10-15 12:00:00,BTCUSDT,8291.73,8351.96,8118.69,8163.48,48.672444,8278.440097440773,8299.275239858445,8550.645296703246,8955.89052985336,9338.55637324124,-1.5120385194014596,-1.388668590792996,-1.6362301036392892,-4.527907348145057,-8.847925588325992,-12.583062373626731,-0.2510477338745062,-2.939778790048952,-4.524901591854863,-4.097698060530783,8260.769024306184,50.42055681722601,-291.9837683566966,-338.6437933202754,46.66002496357879,196.385,50.45376862644659,229.4081610208636,-84.20836878546564,-0.1581204403761156,False,False,False,False,False
2019-10-16 00:00:00,BTCUSDT,8162.08,8179.74,8014.7,8052.94,30.163448,8228.328964676157,8276.88112714404,8531.127441930568,8938.010321341411,9325.76417052242,-1.3540793877121038,-2.1315259201363257,-2.705622126305839,-5.605208047652331,-9.902319302855547,-13.648470487229996,-0.5865997314937528,-2.9802193967576245,-4.552275783787396,-4.157877489617974,8254.794475946119,47.32101225775478,-292.03625466959056,-332.81785098893977,40.781596319349205,200.0128571428571,46.66630298377631,148.5913298519691,-100.393990179552,-0.1871390335837722,False,False,False,False,False
2019-10-16 12:00:00,BTCUSDT,8044.92,8045.81,7922.44,7995.35,45.325085,8176.555861414788,8251.287388312765,8510.11656185486,8919.34378032475,9312.526218576926,-0.7151425442136539,-2.2161636817024584,-3.101787348666073,-6.048877922098186,-10.35943678236728,-14.144134337569762,-0.9056953585670424,-3.041429240843218,-4.588086618800453,-4.222081409745107,8240.388413339137,48.49961946229138,-293.2932927778329,-327.8772812125514,34.58398843471849,173.4907142857142,33.54743661669906,-46.319339886281774,-92.14605179704388,-0.2916268807165942,False,False,False,False,False
2019-10-17 00:00:00,BTCUSDT,7995.35,8104.53,7932.65,8065.02,42.547849,8151.770114433724,8234.35398937524,8492.661794723297,8902.426477744062,9300.113221377156,0.8713814904913519,-1.0641874490562728,-2.0564332016055062,-5.035427114135184,-9.406496979644436,-13.280410592617104,-1.0029186873441902,-3.0415411750948307,-4.602842652451787,-4.27614948513718,8230.627756397482,50.31275990522851,-291.5997015732264,-323.3425837576358,31.742882184409385,174.5714285714285,36.470587362854666,144.37008058302584,-69.15912336941959,-0.2204861475056232,False,False,False,False,False
2019-10-17 12:00:00,BTCUSDT,8069.01,8122.45,8018.99,8073.01,51.16434,8134.267866781785,8219.686353977491,8476.204861596894,8886.002389075862,9287.903239074896,0.0990698101182685,-0.7530839626261417,-1.7844519566919324,-4.756785237974218,-9.149135387081666,-13.08038216810604,-1.0391939974007895,-3.026336807662711,-4.611719753561607,-4.327142947702205,8223.299974845413,50.53546121571339,-289.1969869474342,-319.07438415636057,29.877397208926368,171.63071428571428,43.11490386700192,232.826070326246,-66.89416418519339,-0.2206653779322191,True,False,False,False,False
2019-10-18 00:00:00,BTCUSDT,8070.24,8115.37,7825.0,7915.71,47.608988,8085.699451941389,8192.052139979538,8454.224670946036,8866.788678401093,9274.2495750045,-1.9484677957787744,-2.102346902104734,-3.3732956682600923,-6.369770048774629,-10.72630365848075,-14.6485121412515,-1.2982423234236684,-3.101083081781415,-4.652913500239786,-4.393464865357679,8212.477077995505,43.20659427870567,-291.4022578768272,-315.61536837141887,24.21311049459166,157.50714285714295,47.01001113467781,-47.42328650383508,-84.75757721890898,-0.1113316974062413,False,False,False,False,False
2019-10-18 12:00:00,BTCUSDT,7926.15,7982.38,7890.85,7946.04,31.029411,8054.664018176636,8169.687399981398,8434.2958603207,8848.556031304042,9261.033559332816,0.3831620915874856,-1.348585340512139,-2.7375270194782138,-5.7889344695353815,-10.19958542513784,-14.199209525675768,-1.40792880037275,-3.1372916568430824,-4.681669749479911,-4.453903826027037,8204.691973739213,42.54459593600372,-291.8188678867082,-312.64080581083005,20.82193792412187,154.3564285714287,48.873981879691634,-37.23092710952238,-78.3672746148449,-0.0580786590112386,False,False,False,False,False
2019-10-19 00:00:00,BTCUSDT,7947.23,7985.94,7893.35,7942.47,23.552074,8029.732014137384,8149.031272710362,8415.008571680673,8830.613733654458,9247.913523916568,-0.0449280396272788,-1.086736319266291,-2.534795435159246,-5.615425910211476,-10.057553873856383,-14.116087056182828,-1.4639685943099734,-3.160748996327993,-4.706413104559956,-4.512366915876827,8199.849572287461,43.42282679142116,-291.6918156684951,-310.0221820430382,18.330366374543075,152.88285714285712,49.514973273238375,45.28084848881127,-76.93008681810645,-0.059656294494828,True,False,False,False,False
