timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,timeframe
2017-10-01,305.13,306.0,294.0,303.95,5060.05758,1506902399999,1518988.30299000,8900,1496.73509000,449595.11955910,0,ETHUSDT,1d
2017-10-02,303.94,305.0,295.0,296.5,3710.83747,1506988799999,1116501.22481220,7454,1398.52021000,421273.02438230,0,ETHUSDT,1d
2017-10-03,298.15,301.99,283.18,292.48,5546.85702,1507075199999,1622460.72677460,9327,2105.27684000,616540.73369680,0,ETHUSDT,1d
2017-10-04,292.47,297.97,288.0,291.99,4014.88792,1507161599999,1176260.21718690,7233,2030.79500000,596758.05688080,0,ETHUSDT,1d
2017-10-05,290.0,297.44,285.53,294.81,3412.39016,1507247999999,994768.49540650,6125,1684.82069000,492521.57928530,0,ETHUSDT,1d
2017-10-06,294.78,310.8,293.78,310.8,3541.02359,1507334399999,1063779.35392510,6064,1965.17959000,590729.76186070,0,ETHUSDT,1d
2017-10-07,309.9,318.5,303.6,311.01,2165.79076,1507420799999,672026.66853280,4289,1031.34817000,320575.64111220,0,ETHUSDT,1d
2017-10-08,311.08,317.07,309.0,311.07,2960.93198,1507507199999,923989.78755400,6247,1069.23508000,334539.35701200,0,ETHUSDT,1d
2017-10-09,311.13,312.13,286.65,297.19,4885.37863,1507593599999,1462524.62495310,8680,1575.93338000,472759.58521280,0,ETHUSDT,1d
2017-10-10,297.35,308.56,293.0,298.64,6749.27468,1507679999999,2028540.47292730,9392,3979.86360000,1200692.03892990,0,ETHUSDT,1d
2017-10-11,300.88,305.5,298.02,304.01,3724.6863,1507766399999,1125331.50335720,4079,1923.79902000,581977.29782890,0,ETHUSDT,1d
2017-10-12,304.01,310.0,302.71,303.99,7827.75596,1507852799999,2397065.16336710,4956,3436.20226000,1053317.97155720,0,ETHUSDT,1d
2017-10-13,303.52,353.96,297.0,337.96,17925.36585,1507939199999,5832987.25591010,9898,7538.17104000,2469530.26295960,0,ETHUSDT,1d
2017-10-14,337.96,349.8,335.0,342.0,7731.96469,1508025599999,2655702.11454550,5703,3790.50687000,1304246.79199270,0,ETHUSDT,1d
