timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,timeframe
2020-09-22,2.7571,3.0107,2.65,2.9082,3416786.33,1600819199999,9798314.27344100,46943,1734855.56000000,4980218.64873400,0,SOLUSDT,1d
2020-09-23,2.9184,3.09,2.7001,2.8548,2762150.96,1600905599999,7980465.49794600,34471,1405077.92000000,4075042.88849200,0,SOLUSDT,1d
2020-09-24,2.855,3.2571,2.7804,3.1433,2983701.04,1600991999999,9088676.27259000,37434,1621531.93000000,4936106.60127200,0,SOLUSDT,1d
2020-09-25,3.1409,3.2766,2.9003,3.1937,2447843.22,1601078399999,7516842.11004600,30447,1162454.55000000,3567954.00070400,0,SOLUSDT,1d
2020-09-26,3.185,3.25,3.03,3.1287,1357018.72,1601164799999,4232119.88569200,19471,645639.17000000,2016567.26992100,0,SOLUSDT,1d
2020-09-27,3.1292,3.1857,2.9819,3.1578,983815.86,1601251199999,3052809.12141000,13547,495458.24000000,1540901.26329700,0,SOLUSDT,1d
2020-09-28,3.1557,3.2109,2.908,2.9599,1306134.15,1601337599999,3987560.49731300,17608,494804.02000000,1516284.66651600,0,SOLUSDT,1d
2020-09-29,2.9549,3.027,2.8735,2.9505,950875.56,1601423999999,2801168.41980200,12547,438369.42000000,1290439.84722800,0,SOLUSDT,1d
2020-09-30,2.9447,2.9838,2.8228,2.8967,722757.83,1601510399999,2099223.90076100,9631,313432.53000000,911664.63305100,0,SOLUSDT,1d
2020-10-01,2.8967,2.9889,2.65,2.8669,1373061.59,1601596799999,3893342.82485000,16798,595327.14000000,1692229.47486100,0,SOLUSDT,1d
2020-10-02,2.8667,2.8873,2.42,2.6232,2788493.11,1601683199999,7275003.79886200,26532,1307596.33000000,3422122.45603200,0,SOLUSDT,1d
2020-10-03,2.6231,2.6708,2.5356,2.5439,547025.23,1601769599999,1435302.23882100,6342,251124.92000000,659738.45567500,0,SOLUSDT,1d
2020-10-04,2.542,2.5898,2.42,2.5202,765399.21,1601855999999,1911132.61622300,8690,330605.85000000,826124.52253300,0,SOLUSDT,1d
2020-10-05,2.5181,2.683,2.4561,2.6522,912587.17,1601942399999,2349406.46224900,10397,490424.25000000,1260469.59640200,0,SOLUSDT,1d
2020-10-06,2.6486,2.6604,2.13,2.174,1784025.33,1602028799999,4217794.48458800,15210,780760.97000000,1849835.00880000,0,SOLUSDT,1d
2020-10-07,2.1721,2.4083,2.081,2.3005,2087951.2,1602115199999,4681013.95215100,14780,955202.82000000,2146601.93211000,0,SOLUSDT,1d
2020-10-08,2.3001,2.4569,2.0123,2.3638,2759189.94,1602201599999,6159554.61865500,22492,1422001.18000000,3185687.42139400,0,SOLUSDT,1d
2020-10-09,2.3686,2.63,2.303,2.5314,1878523.79,1602287999999,4668501.51998600,19298,931717.29000000,2313924.54719500,0,SOLUSDT,1d
2020-10-10,2.5274,2.6056,2.3873,2.3999,1278940.27,1602374399999,3208987.72096100,13855,539604.44000000,1353174.46227300,0,SOLUSDT,1d
2020-10-11,2.3988,2.4607,2.3401,2.4227,898764.08,1602460799999,2160332.63194100,9182,421043.55000000,1012506.15096400,0,SOLUSDT,1d
2020-10-12,2.4228,2.7044,2.4132,2.5836,2155387.01,1602547199999,5542124.89453000,20035,1220066.62000000,3135514.50216100,0,SOLUSDT,1d
2020-10-13,2.5826,2.5867,2.336,2.4062,1951031.1,1602633599999,4782866.49765300,19501,838059.60000000,2057570.90135700,0,SOLUSDT,1d
2020-10-14,2.4061,2.4424,2.2331,2.3107,1125385.85,1602719999999,2631151.89321800,11891,470550.03000000,1104041.84461900,0,SOLUSDT,1d
2020-10-15,2.3108,2.3485,2.1932,2.2682,754909.09,1602806399999,1711559.85629500,8038,291515.98000000,662245.73270000,0,SOLUSDT,1d
2020-10-16,2.2648,2.269,2.1071,2.1398,1546650.13,1602892799999,3372968.58720200,16129,692466.44000000,1512297.36917400,0,SOLUSDT,1d
2020-10-17,2.1374,2.2462,2.1107,2.2053,482249.55,1602979199999,1058101.06108200,5450,229039.30000000,502570.10981000,0,SOLUSDT,1d
2020-10-18,2.2031,2.2595,2.1763,2.215,478921.26,1603065599999,1061887.09760100,5044,200173.53000000,444254.85453400,0,SOLUSDT,1d
2020-10-19,2.2137,2.2148,2.05,2.0592,909217.19,1603151999999,1903930.17830900,9244,427766.85000000,895784.97716800,0,SOLUSDT,1d
2020-10-20,2.0552,2.108,1.8401,1.885,1933167.04,1603238399999,3745710.46875400,17172,846647.34000000,1640259.74933700,0,SOLUSDT,1d
2020-10-21,1.8873,2.11,1.8415,1.8887,3222724.75,1603324799999,6268421.04097100,27731,1534139.25000000,2986840.05338500,0,SOLUSDT,1d
2020-10-22,1.8868,2.09,1.8481,1.9582,1624778.09,1603411199999,3222019.14619200,15518,811626.95000000,1611410.69204700,0,SOLUSDT,1d
2020-10-23,1.9566,1.9902,1.85,1.959,1559992.35,1603497599999,3003774.15618000,14300,798355.50000000,1541482.26762000,0,SOLUSDT,1d
2020-10-24,1.9652,1.973,1.88,1.9142,748093.83,1603583999999,1442961.13564100,7136,330710.09000000,638792.31009500,0,SOLUSDT,1d
2020-10-25,1.9175,1.9244,1.76,1.7926,1365865.99,1603670399999,2529847.69591200,12507,529076.39000000,979735.83022700,0,SOLUSDT,1d
2020-10-26,1.7925,1.8685,1.6121,1.6799,2021871.84,1603756799999,3511995.56841400,18268,931978.07000000,1626153.78501100,0,SOLUSDT,1d
2020-10-27,1.6771,1.75,1.5906,1.711,2591150.26,1603843199999,4356307.68907000,18450,1218749.23000000,2052575.26974200,0,SOLUSDT,1d
2020-10-28,1.7084,1.7255,1.4508,1.518,3354618.28,1603929599999,5216558.27784000,24005,1470357.41000000,2286343.75106400,0,SOLUSDT,1d
2020-10-29,1.5166,1.5754,1.4148,1.4327,1233628.05,1604015999999,1842933.59214200,9134,576748.09000000,863067.54026200,0,SOLUSDT,1d
2020-10-30,1.4328,1.4726,1.3163,1.4381,1401628.09,1604102399999,1968214.12543600,9225,613805.85000000,862774.01368200,0,SOLUSDT,1d
2020-10-31,1.4383,1.558,1.4266,1.5497,851989.58,1604188799999,1279143.70125800,8029,424555.62000000,638420.70570200,0,SOLUSDT,1d
2020-11-01,1.5497,1.6463,1.5137,1.608,960664.24,1604275199999,1513803.24101300,6949,487341.32000000,768604.50351500,0,SOLUSDT,1d
2020-11-02,1.6076,1.6432,1.4621,1.4738,867738.07,1604361599999,1329879.29824600,5291,404404.21000000,620514.89957300,0,SOLUSDT,1d
2020-11-03,1.4729,1.484,1.4062,1.4118,983164.88,1604447999999,1417472.23241000,6306,408887.80000000,590290.06242200,0,SOLUSDT,1d
2020-11-04,1.4123,1.4144,1.2733,1.3912,2560523.86,1604534399999,3469939.62860700,12910,1263594.11000000,1712213.13555400,0,SOLUSDT,1d
2020-11-05,1.3895,1.4928,1.3,1.4007,1598492.56,1604620799999,2248173.92139400,10773,778161.42000000,1095817.73760500,0,SOLUSDT,1d
2020-11-06,1.403,1.9482,1.3946,1.9,3846546.9,1604707199999,6594074.17759400,25259,2095412.56000000,3593150.25670500,0,SOLUSDT,1d
2020-11-07,1.9069,2.4975,1.8276,2.0215,8862610.63,1604793599999,18925496.08589100,68805,4670816.37000000,9999045.00805800,0,SOLUSDT,1d
2020-11-08,2.0264,2.2825,1.9608,2.1558,4800345.92,1604879999999,10113462.92069500,35673,2460793.33000000,5192215.23422100,0,SOLUSDT,1d
2020-11-09,2.1515,2.1991,1.9456,2.0299,3050443.52,1604966399999,6301466.47516300,23122,1507068.95000000,3119489.10358100,0,SOLUSDT,1d
2020-11-10,2.0383,2.3257,2.008,2.2661,2119423.36,1605052799999,4643502.14798500,16744,1138155.29000000,2494659.69941100,0,SOLUSDT,1d
2020-11-11,2.2665,2.3,1.9673,2.0,1863686.19,1605139199999,3969960.46914200,15371,815224.57000000,1739080.57355600,0,SOLUSDT,1d
2020-11-12,2.0,2.06,1.825,1.9089,1522310.89,1605225599999,2966665.83801800,11688,680734.91000000,1329464.86701500,0,SOLUSDT,1d
2020-11-13,1.9089,2.0808,1.8997,2.0141,1595684.08,1605311999999,3182612.61546900,11304,803036.62000000,1601671.48428200,0,SOLUSDT,1d
2020-11-14,2.0222,2.0374,1.869,1.9182,1191847.42,1605398399999,2317159.52727000,9435,521401.13000000,1014130.61902900,0,SOLUSDT,1d
2020-11-15,1.9204,2.218,1.9133,2.0407,3348186.49,1605484799999,7009325.76104900,37547,1742196.14000000,3651628.33868600,0,SOLUSDT,1d
2020-11-16,2.039,2.37,1.9858,2.2626,3192029.56,1605571199999,7162125.47685400,37939,1704888.56000000,3834378.90492700,0,SOLUSDT,1d
2020-11-17,2.2665,2.33,2.125,2.1998,2311120.85,1605657599999,5142151.68680300,29860,1128083.75000000,2511938.67367700,0,SOLUSDT,1d
2020-11-18,2.1962,2.2173,2.0001,2.1153,2054379.16,1605743999999,4318166.29784300,24685,921238.33000000,1937611.35789900,0,SOLUSDT,1d
2020-11-19,2.1122,2.1848,2.0136,2.085,1391861.95,1605830399999,2921103.66530500,18220,692709.51000000,1453704.15026600,0,SOLUSDT,1d
2020-11-20,2.0841,2.2387,2.0521,2.1033,1589414.51,1605916799999,3421570.60394000,21247,757221.95000000,1630731.78699700,0,SOLUSDT,1d
2020-11-21,2.0999,2.51,2.0351,2.3822,2963489.5,1606003199999,6792951.29450100,39232,1571901.84000000,3611536.69623900,0,SOLUSDT,1d
2020-11-22,2.3825,2.4201,2.04,2.1514,2448127.25,1606089599999,5384096.52670900,33994,1119236.84000000,2469790.03001500,0,SOLUSDT,1d
2020-11-23,2.161,2.3635,2.112,2.2786,2094160.76,1606175999999,4728024.57535100,30597,1054919.11000000,2386972.31417600,0,SOLUSDT,1d
2020-11-24,2.2786,2.4731,2.1338,2.2823,3534792.04,1606262399999,8099789.00597700,48091,1810103.56000000,4159510.46826900,0,SOLUSDT,1d
2020-11-25,2.2795,2.49,2.1703,2.2661,3597681.61,1606348799999,8395020.40314200,49027,1797578.53000000,4195022.93733500,0,SOLUSDT,1d
2020-11-26,2.2653,2.3101,1.7212,1.9111,6803274.72,1606435199999,13120752.28601500,65661,3149151.24000000,6060013.12021900,0,SOLUSDT,1d
2020-11-27,1.9117,2.04,1.7694,1.861,1802241.32,1606521599999,3400282.05616100,26159,918887.27000000,1737437.37909100,0,SOLUSDT,1d
2020-11-28,1.8644,1.94,1.8016,1.8868,1381390.77,1606607999999,2587763.39160700,19596,673740.88000000,1260758.45829000,0,SOLUSDT,1d
2020-11-29,1.8858,1.947,1.85,1.9153,862711.64,1606694399999,1640192.46579600,12732,402962.29000000,765176.44505800,0,SOLUSDT,1d
2020-11-30,1.9184,2.0182,1.9034,1.9665,1094620.01,1606780799999,2153816.62844400,16484,529329.35000000,1041629.68726600,0,SOLUSDT,1d
2020-12-01,1.9641,2.1404,1.9168,1.9738,2102911.64,1606867199999,4264962.98741500,28459,945313.46000000,1919066.07736400,0,SOLUSDT,1d
2020-12-02,1.9702,2.2098,1.9333,2.1209,2203748.48,1606953599999,4622524.29134200,30536,1145169.55000000,2405446.31824000,0,SOLUSDT,1d
2020-12-03,2.119,2.2279,2.074,2.0967,3182362.33,1607039999999,6879026.85046200,35011,1593558.08000000,3450275.35298300,0,SOLUSDT,1d
2020-12-04,2.0967,2.1123,1.836,1.8535,1424943.39,1607126399999,2831580.00541900,22048,544808.26000000,1083720.43451000,0,SOLUSDT,1d
2020-12-05,1.8507,1.983,1.82,1.9795,1087998.4,1607212799999,2064360.94969600,16814,526602.61000000,999685.61020800,0,SOLUSDT,1d
2020-12-06,1.9795,1.9907,1.7956,1.8505,1125736.37,1607299199999,2103758.72958400,15434,551204.72000000,1030212.72927700,0,SOLUSDT,1d
2020-12-07,1.8515,1.899,1.8088,1.8272,962743.7,1607385599999,1782235.42614400,10812,492102.73000000,912130.26948300,0,SOLUSDT,1d
2020-12-08,1.8301,1.8301,1.6211,1.6631,2296665.59,1607471999999,3952989.97530300,24540,1167637.30000000,2008633.53815400,0,SOLUSDT,1d
2020-12-09,1.66,1.6777,1.5,1.6592,2093499.32,1607558399999,3356724.79849500,21966,901840.97000000,1447636.48588300,0,SOLUSDT,1d
2020-12-10,1.6599,1.6664,1.5395,1.5683,1061425.89,1607644799999,1690563.37483900,13882,504168.10000000,802192.26369100,0,SOLUSDT,1d
2020-12-11,1.5739,1.5774,1.4328,1.4389,1429080.75,1607731199999,2118546.03852700,18371,671569.20000000,994477.02773300,0,SOLUSDT,1d
2020-12-12,1.4368,1.5382,1.4366,1.4912,1423640.73,1607817599999,2138974.43902100,18488,621218.74000000,932275.61558400,0,SOLUSDT,1d
2020-12-13,1.4909,1.7,1.4578,1.5701,1749534.43,1607903999999,2750609.24284000,21708,810044.93000000,1275662.32597500,0,SOLUSDT,1d
2020-12-14,1.5651,1.6253,1.5224,1.5946,1503571.44,1607990399999,2364778.81718400,19860,738743.62000000,1163920.74743000,0,SOLUSDT,1d
2020-12-15,1.594,1.8039,1.5875,1.7586,3562068.86,1608076799999,6137279.76181800,42721,1797556.42000000,3092999.47547400,0,SOLUSDT,1d
2020-12-16,1.7577,1.7919,1.6025,1.7829,3098111.32,1608163199999,5244157.92667200,34965,1433511.89000000,2428119.08569000,0,SOLUSDT,1d
2020-12-17,1.78,1.8064,1.6382,1.68,2528060.41,1608249599999,4361515.59614600,32457,1199898.97000000,2072016.58272100,0,SOLUSDT,1d
2020-12-18,1.6769,1.7077,1.6307,1.7014,1127224.49,1608335999999,1881531.61042900,17837,507626.91000000,847600.74398000,0,SOLUSDT,1d
2020-12-19,1.6987,1.7677,1.6595,1.6707,1332107.96,1608422399999,2284718.05837900,16842,640690.13000000,1099703.54313300,0,SOLUSDT,1d
2020-12-20,1.6706,1.6889,1.521,1.5635,1368277.59,1608508799999,2205354.88754700,17088,612717.82000000,987714.97355600,0,SOLUSDT,1d
2020-12-21,1.5605,1.62,1.49,1.5331,1265977.95,1608595199999,1962929.50956500,16182,625255.37000000,970772.03212700,0,SOLUSDT,1d
2020-12-22,1.5354,1.5799,1.47,1.49,2035459.3,1608681599999,3101990.17831200,25013,985835.09000000,1506329.80636600,0,SOLUSDT,1d
2020-12-23,1.49,1.5126,1.0301,1.198,4351555.9,1608767999999,5671452.63584900,41795,1910917.46000000,2477181.31149200,0,SOLUSDT,1d
2020-12-24,1.1987,1.3888,1.1652,1.3612,1784967.07,1608854399999,2284843.15813900,25172,901826.00000000,1154667.47539200,0,SOLUSDT,1d
2020-12-25,1.3641,1.4599,1.3417,1.4464,1391332.89,1608940799999,1960791.34808000,19273,654485.21000000,923164.39495300,0,SOLUSDT,1d
2020-12-26,1.4488,1.4497,1.3118,1.3258,912192.33,1609027199999,1249352.52503100,14371,432672.84000000,593174.58029700,0,SOLUSDT,1d
2020-12-27,1.324,1.417,1.2616,1.3037,2170898.45,1609113599999,2890460.60248400,30907,1053054.41000000,1404682.00101400,0,SOLUSDT,1d
2020-12-28,1.3041,1.5223,1.2867,1.5172,2158620.57,1609199999999,3054831.73762000,29820,1148122.77000000,1628257.97155100,0,SOLUSDT,1d
2020-12-29,1.5187,1.735,1.4388,1.6704,4870104.61,1609286399999,7729613.89439400,62766,2455411.27000000,3901035.23688200,0,SOLUSDT,1d
2020-12-30,1.6734,1.6903,1.5235,1.535,2171296.28,1609372799999,3448579.36474300,31800,1106241.47000000,1757034.82199200,0,SOLUSDT,1d
2020-12-31,1.5337,1.5523,1.42,1.5073,2169627.35,1609459199999,3244558.10504000,28938,1044003.01000000,1562137.45286200,0,SOLUSDT,1d
2021-01-01,1.5088,1.86,1.499,1.8421,4421991.45,1609545599999,7454786.75142100,55297,2245799.78000000,3786558.94633000,0,SOLUSDT,1d
2021-01-02,1.8421,2.0,1.7116,1.7999,5253819.62,1609631999999,9557980.68757600,66430,2823436.79000000,5138509.11614200,0,SOLUSDT,1d
2021-01-03,1.7998,2.38,1.7973,2.1779,8318341.13,1609718399999,17482673.12198400,113481,4234769.76000000,8925287.22095500,0,SOLUSDT,1d
2021-01-04,2.1789,2.4989,1.86,2.4909,7800814.8,1609804799999,17263517.83170600,122009,4012884.10000000,8935782.99605800,0,SOLUSDT,1d
2021-01-05,2.4911,2.5093,2.0621,2.1636,6702006.99,1609891199999,15133557.77000300,102299,3156689.79000000,7157811.06265500,0,SOLUSDT,1d
2021-01-06,2.1636,2.189,1.9017,1.9414,8451529.47,1609977599999,17221696.08486100,88678,3594065.46000000,7342479.15920300,0,SOLUSDT,1d
2021-01-07,1.9404,2.65,1.9214,2.3635,30861006.24,1610063999999,70874327.56845300,271878,16442161.48000000,37873764.63307900,0,SOLUSDT,1d
2021-01-08,2.3655,3.8,2.175,3.2214,29866396.67,1610150399999,88937219.79113700,221673,15326054.47000000,45285859.11180700,0,SOLUSDT,1d
2021-01-09,3.212,3.6998,2.93,3.3829,9881188.65,1610236799999,32398842.92631900,109729,5107947.60000000,16773576.98437200,0,SOLUSDT,1d
2021-01-10,3.3734,3.7517,3.1556,3.449,5819813.51,1610323199999,19820052.05907400,70395,2974378.74000000,10115504.61291200,0,SOLUSDT,1d
2021-01-11,3.4455,3.5282,2.5795,3.1016,8755693.07,1610409599999,26127396.63616100,93075,4464491.80000000,13367837.21276800,0,SOLUSDT,1d
2021-01-12,3.1016,3.88,3.058,3.6354,7075911.68,1610495999999,24684774.36672100,155651,3589655.74000000,12527196.51478300,0,SOLUSDT,1d
2021-01-13,3.6354,3.637,3.2633,3.5242,5123655.8,1610582399999,17689395.16817700,99621,2399232.88000000,8278207.08056300,0,SOLUSDT,1d
2021-01-14,3.5243,3.5955,3.1814,3.2921,6422109.73,1610668799999,21634400.51898500,96919,2874540.06000000,9683987.79983300,0,SOLUSDT,1d
2021-01-15,3.2921,3.4489,2.9618,3.2475,4812542.83,1610755199999,15747506.37993800,74648,2344209.16000000,7689693.68513200,0,SOLUSDT,1d
2021-01-16,3.2479,3.7081,3.2463,3.4247,8562549.63,1610841599999,29411668.95391700,124687,4373093.87000000,15055993.84116600,0,SOLUSDT,1d
2021-01-17,3.4251,3.9876,3.3,3.8268,8531899.81,1610927999999,31265663.12121500,105174,4130508.62000000,15196205.70853600,0,SOLUSDT,1d
2021-01-18,3.8243,4.17,3.6167,3.7868,6226924.77,1611014399999,24245044.14296300,78131,3026180.84000000,11790356.66987400,0,SOLUSDT,1d
2021-01-19,3.7873,4.0498,3.6,3.6287,4768719.77,1611100799999,18206626.78596700,64919,2296602.21000000,8774318.87933100,0,SOLUSDT,1d
2021-01-20,3.6288,3.7413,3.34,3.7166,4801640.28,1611187199999,17069848.35891500,74604,1932023.51000000,6889066.21353800,0,SOLUSDT,1d
2021-01-21,3.7199,3.7411,2.9717,2.9899,4385838.62,1611273599999,14737145.43724800,60540,1969558.82000000,6631085.15493800,0,SOLUSDT,1d
2021-01-22,2.9893,3.4992,2.5295,3.3352,6481502.65,1611359999999,20052814.35467700,83968,3116221.55000000,9669577.99765200,0,SOLUSDT,1d
2021-01-23,3.3302,3.6,3.3056,3.5079,2269454.7,1611446399999,7924853.01216300,33884,1215667.11000000,4248640.73185500,0,SOLUSDT,1d
2021-01-24,3.5018,3.79,3.4781,3.6278,2457759.67,1611532799999,8934610.12234500,32628,1200054.56000000,4371307.34440000,0,SOLUSDT,1d
2021-01-25,3.6287,3.9928,3.4398,3.7038,6791542.33,1611619199999,24997969.21330100,82263,3317737.42000000,12228221.98800900,0,SOLUSDT,1d
2021-01-26,3.7036,4.097,3.6478,4.041,6618303.9,1611705599999,25778078.43709200,75426,3482541.20000000,13582120.32655800,0,SOLUSDT,1d
2021-01-27,4.0418,4.0422,3.5114,3.675,2491757.82,1611791999999,9309018.95941200,38794,1151705.71000000,4306099.29604800,0,SOLUSDT,1d
2021-01-28,3.664,3.96,3.6,3.81,2055425.01,1611878399999,7853439.52432800,33822,1055600.91000000,4037852.52440400,0,SOLUSDT,1d
2021-01-29,3.8092,3.912,3.6,3.8293,2992168.86,1611964799999,11255370.83607500,42872,1516015.16000000,5705753.91358300,0,SOLUSDT,1d
2021-01-30,3.8301,4.3179,3.7667,4.228,3944655.04,1612051199999,15975662.22306400,61647,2127339.63000000,8615904.42831500,0,SOLUSDT,1d
2021-01-31,4.228,4.805,4.154,4.2525,5438870.48,1612137599999,24123927.24661000,94648,2812948.97000000,12497054.91100500,0,SOLUSDT,1d
2021-02-01,4.2568,4.617,4.1075,4.6148,2097052.47,1612223999999,9013963.45182100,43670,1011023.67000000,4351778.62000900,0,SOLUSDT,1d
2021-02-02,4.6148,5.4026,4.4632,5.2331,5278922.61,1612310399999,26689709.64986000,107720,2753210.84000000,13896054.07179100,0,SOLUSDT,1d
2021-02-03,5.243,5.783,5.0513,5.7311,3977458.72,1612396799999,21574159.89754800,79473,2105065.38000000,11425990.86920000,0,SOLUSDT,1d
2021-02-04,5.7339,6.5426,5.5676,6.4085,5609382.39,1612483199999,33394633.20187300,102732,2314301.12000000,13795465.69029800,0,SOLUSDT,1d
2021-02-05,6.4181,7.1438,6.4086,6.7005,4235525.49,1612569599999,28683157.53156300,95696,2243646.54000000,15188188.63428800,0,SOLUSDT,1d
