timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,timeframe,sma_20,sma_50,sma_200,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,adx,obv,atr,returns,volatility,trend,regime,momentum,hist_vol,tr,atr_pct,vol_ratio,bb_width,vol_regime,vol_trend,volume_ma,volume_ratio,dollar_volume,rel_volume,volume_trend,spread,liquidity_ratio,market_impact,liquidity_score,liquidity_regime
2018-05-24,12.4997,13.1947,12.1,13.0288,1576180.03,1527206399999,20037253.753531,45522,851494.72,10836922.892245,0,BNBUSDT,1d,13.548534999999998,13.406166000000006,9.753351000000002,47.079804256354876,-0.0023975573681642715,0.06838928748847645,-0.07078684485664072,15.2399270533391,13.656560000000002,12.073192946660905,28.547723619732995,39.99390984262713,18.405564203321198,47193109.68000001,1.3677428571428567,0.042320677130833984,0.06734410250913513,1,1,0,1.0690544850360748,1.0946999999999996,10.497842143120293,1.0182690677411002,0.23188373255623632,1,0.12358072827852418,2089510.7495000002,0.7543297063090797,20535734.374864,0.52507399410023,-14972.476500000106,8.40215522534692,1152395.0001044478,2.5175375436126552,0.3821533706000394,1
2018-05-25,13.0255,13.3789,12.5627,13.0129,1316638.08,1527292799999,17063650.325735,33280,650945.13,8448578.063581,0,BNBUSDT,1d,13.47684,13.416648000000004,9.810560500000003,46.990638194499255,-0.04304957412583654,0.046101515165613845,-0.08915108929145038,14.980623315664005,13.425820000000002,11.871016684335999,24.895808722497122,30.59245890258791,17.475374816168763,45876471.60000001,1.3111214285714285,-0.001220373326783708,0.06731428245202052,1,1,0,1.0685811063048327,0.8162000000000003,10.075551403387626,0.9845286614648712,0.2316139074803629,1,0.12953750118722418,2061480.4015000002,0.6386857129672304,17133279.671232,0.44044894390052886,-28030.347999999998,6.272237548893791,1004207.5823858529,2.00149656777499,0.3430712633822524,1
2018-05-26,13.0129,13.283,12.6411,12.7888,1215820.52,1527379199999,15801577.021713,20881,626289.42,8143506.507619,0,BNBUSDT,1d,13.415679999999998,13.427226000000005,9.865504500000004,45.67754042518968,-0.0922857744445178,0.018424057243587515,-0.11070983168810532,13.970941770337413,13.04366,12.116378229662585,30.672727272727244,28.038753204985724,16.611627528098644,44660651.080000006,1.2751285714285712,-0.017221372637920784,0.06710483252120317,-1,-1,0,1.0652561917304584,0.6418999999999997,9.970666297295846,0.9799618375410372,0.14218122372668623,1,0.09253947285182385,2017305.8525000003,0.602695183030011,15548885.466176001,0.4108741052028736,-44174.54899999988,5.01923558113349,953488.5714605813,1.7392725799143711,0.3378412636593508,1
2018-05-27,12.7561,12.8,12.2856,12.6046,1071651.59,1527465599999,13519380.343815,20952,536149.99,6758495.363312,0,BNBUSDT,1d,13.360409999999996,13.429318000000006,9.918583000000002,44.574962831484264,-0.14450347242132366,-0.01416144868939472,-0.13034202373192894,13.211484311403419,12.78698,12.36247568859658,28.606304567065223,28.0582801874298,15.450335173905787,43588999.49,1.2432428571428569,-0.014403227824346332,0.06701733415751183,-1,-1,0,1.0638671982677443,0.5144000000000002,9.863405876766077,0.9731611561173615,0.06639633617999234,1,0.07518550692572745,1988318.35,0.5389738469194332,13507739.631314,0.3632552448164874,-28987.502500000177,4.081049775478795,861980.8944350606,1.4830978042460636,0.32178740715824483,1
2018-05-28,12.596,12.75,11.611,11.9179,936828.03,1527551999999,11420576.011776,24655,428517.17,5232781.017077,0,BNBUSDT,1d,13.281399999999996,13.425054000000006,9.968222500000001,40.63684638136309,-0.23854749821601473,-0.059038658594718726,-0.179508839621296,13.48563916961096,12.670599999999999,11.855560830389036,23.327376408849748,27.53546941621401,15.084500529096804,42652171.46,1.2531714285714284,-0.05448011043587264,0.06798451998937101,-1,-1,0,1.0792207973638512,1.1389999999999993,10.51503560670444,1.0398132503845552,0.12865044585275556,1,0.13024902703766728,1963171.8010000002,0.47720124622959575,11165022.778737,0.31900521364079865,-25146.548999999883,9.557052836489644,747565.7429151183,2.1355649191384822,0.24857623203050155,1
2018-05-29,11.892,12.7,11.6601,12.6073,1469580.43,1527638399999,18092196.277756,33316,855489.75,10540704.592861,0,BNBUSDT,1d,13.179679999999996,13.439424000000008,10.022692500000002,45.812721822832465,-0.2545153532036952,-0.09813399751651403,-0.1563813556871812,13.318708771110947,12.586299999999998,11.853891228889049,33.76328465129456,28.565655209069785,14.744796930345606,44121751.89,1.2655785714285712,0.05784576141769948,0.06638188802317728,-1,-1,0,1.053779803609585,1.0398999999999994,10.038458444144037,0.9961787925951698,0.11638190272136353,1,0.16682570964699117,1906601.2875,0.7707853968392958,18527441.355139,0.5016362738598696,-56570.51350000012,8.24839577070427,1161192.56692309,2.521456524989051,0.3763682888506561,1
2018-05-30,12.5947,12.7927,12.17,12.6199,1299596.87,1527724799999,16280445.891984,31918,765395.4,9592454.342194,0,BNBUSDT,1d,13.120889999999994,13.450014000000008,10.077517000000002,45.905555054744426,-0.2631201928298985,-0.13113123657919093,-0.13198895625070758,13.113524964820881,12.507699999999998,11.901875035179115,44.68516190241112,33.92527432085175,14.30560787772467,45421348.76,1.2357785714285714,0.0009994209703900747,0.06523680189718928,-1,-1,0,1.035602124894897,0.6227,9.79230082194448,0.9737773527820786,0.09687232102159198,1,0.14035766379850045,1888881.316,0.688024630765102,16400782.539713,0.4436692388483806,-17719.971499999985,4.934270477579062,1051642.179308591,1.842525338613143,0.3644462863656911,1
2018-05-31,12.608,14.302,12.38,14.2,2725397.09,1527811199999,37070312.437441,60802,1496938.51,20412635.722175,0,BNBUSDT,1d,13.181469999999994,13.487414000000008,10.141067000000001,56.069665106041725,-0.14081549233384827,-0.1330680877301224,-0.00774740460372586,14.298673204247937,12.789939999999998,11.281206795752059,70.96849801981715,49.805648191174214,14.344428196413824,48146745.849999994,1.3182214285714284,0.12520701431865544,0.06972394294054668,-1,-2,0,1.1068332806852645,1.9219999999999988,9.28324949698189,0.9258161659868912,0.2359249854569981,1,0.06759707803347403,1946762.921,1.3999635295087889,38700638.677999996,0.9292559192767167,57881.60499999998,13.535211267605627,2067480.493738858,4.353022184510929,0.64182144669537,1
2018-06-01,14.1919,14.467,13.76,14.2888,2320553.13,1527897599999,32653012.969116,40264,1394054.87,19617704.723884,0,BNBUSDT,1d,13.249314999999992,13.51301600000001,10.204111000000001,56.56361561084131,-0.0363042256508006,-0.11371531531425805,0.07741108966345744,15.022094075925144,13.12678,11.231465924074856,83.43700026884164,66.36355339702324,14.531238320352639,50467298.98,1.0633,0.006253521126760697,0.06967640326107931,-1,-2,0,1.1060786116695942,0.7070000000000007,7.44149263759028,0.745708814986807,0.2887706011565889,1,-0.023699163375409782,1999183.6615000002,1.1607503475988166,33157919.563943997,0.7911033745394483,52420.74050000007,4.947931246850685,2182406.7807768267,2.396521002344227,0.638602383847376,1
2018-06-02,14.2503,14.882,14.0,14.6732,2358996.4,1527983999999,34189301.515419,37491,1475563.91,21401164.679787,0,BNBUSDT,1d,13.325399999999993,13.536080000000009,10.269521500000002,58.72703011372826,0.07665593172937335,-0.07564106590553177,0.15229699763490512,15.444635438527119,13.677839999999998,11.911044561472877,94.49648121693646,82.96732650186503,15.07788675018117,52826295.379999995,1.003685714285714,0.02690218912714859,0.06978527721952417,-1,-2,0,1.107806932179372,0.8819999999999997,6.840264661326187,0.6901419719598552,0.258344217877548,1,-0.0478282298846846,2023137.534,1.166008914547675,34614025.97648,0.8026597547483415,23953.872499999823,6.010958754736524,2350333.7413532985,2.64741978027686,0.6516576998836303,1
2018-06-03,14.6785,15.0254,14.2657,14.6995,2237218.88,1528070399999,32934034.525405,36772,1466410.3,21590235.612314,0,BNBUSDT,1d,13.418434999999993,13.56429400000001,10.335253000000002,58.87794010125857,0.166381913360798,-0.027236470052265812,0.1936183834130638,15.625784690545439,14.096279999999997,12.566775309454554,91.9554646416416,89.96298204247317,15.712644090071658,55063514.26,1.0067,0.0017923833928523702,0.06941245291382694,-1,-2,0,1.1018885298058008,0.7596999999999987,6.848532263002142,0.6945898137735302,0.21700827318206545,1,-0.053849852385166486,2057833.795,1.0871718043681948,32885998.92656,0.7596330607955791,34696.26099999994,5.168203000102036,2222329.273865104,2.370384901437327,0.62642593040229,1
2018-06-04,14.666,14.743,13.59,14.2636,1575290.65,1528156799999,22251821.258586,35922,814855.07,11542736.471559,0,BNBUSDT,1d,13.504669999999994,13.587588000000009,10.398771500000002,55.27079371128588,0.20001130736421224,0.018213085431029803,0.18179822193318243,14.855999245904773,14.425019999999995,13.994040754095217,84.43624413117993,90.29606332991926,15.381070008821258,53488223.61,1.0104499999999998,-0.02965406986632202,0.06958064018261491,-1,-2,0,1.1045584199272016,1.1530000000000005,7.0841162118960135,0.7223696159786305,0.059754405318644725,1,-0.05260533597422068,2072354.6994999996,0.7601452832278532,22469315.71534,0.5344832230509302,14520.904499999713,8.083513278555207,1558999.1093077343,2.4788393434435116,0.4362145306202473,1
2018-06-05,14.2635,15.711,14.1328,15.6156,2607589.16,1528243199999,38768714.54468,55720,1444130.66,21458881.051087,0,BNBUSDT,1d,13.670944999999994,13.65521600000001,10.469329000000002,62.86916312501247,0.33193164389265206,0.08095679712335427,0.2509748467692978,15.687217505410455,14.708139999999995,13.729062494589535,85.09716736636061,87.16295871306066,15.951546955182563,56095812.769999996,1.0404,0.09478672985782,0.07179900816877224,1,2,0,1.1397739199739985,1.5782000000000007,6.662568201029739,0.6826440664035044,0.13313410198848538,1,-0.0964478923614891,2148969.7875,1.2134135971420679,40719069.286896005,0.879604574520103,76615.08800000045,10.106560106560112,2506333.294886582,3.501919110092868,0.6774816885533436,1
2018-06-06,15.6156,17.4767,15.23,17.275,3866321.8,1528329599999,63980353.44343,92904,2000012.43,33092046.148272,0,BNBUSDT,1d,13.915809999999993,13.765176000000007,10.547354500000004,69.677656933176,0.5638791252879525,0.1775412627562739,0.38633786253167857,17.46458116487574,15.305379999999994,13.146178835124248,87.17182397987017,85.56841182580352,17.65052257296963,59962134.56999999,1.0798142857142856,0.10626552934245237,0.07464042207293431,1,2,0,1.1848799673472823,2.2467000000000006,6.250733925987182,0.6434882110812928,0.28214930499938534,1,-0.11653274771227728,2256577.551,1.7133564934591516,66790709.09499999,1.2928666415410088,107607.76349999988,13.005499276411003,3580543.2944818554,4.7204932619290005,0.9590506182283971,1
2018-06-07,17.2512,17.44,16.11,16.2791,3248655.04,1528415999999,54757849.326377,62706,1865376.77,31512057.523246,0,BNBUSDT,1d,13.972949999999992,13.844760000000008,10.620750000000005,62.294906656749106,0.6597333728166017,0.27397968476833945,0.38575368804826227,17.791809770719492,15.626559999999994,13.461310229280496,86.49995250306995,86.25631461643353,19.228142789486196,56713479.529999994,1.0966214285714286,-0.057649782923299475,0.059116529420732686,1,1,0,0.9384458113229517,1.3300000000000018,6.736376265097141,0.6963132489984848,0.2771243025617281,1,-0.10314764391858056,2137406.8215000005,1.5199048713244687,52885180.261664,1.0831675495009696,-119170.72949999943,8.169984827171046,2962421.6300715837,3.5238614810267825,0.8153662695662226,1
